id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2QCGzNMTmo9yZKqP8miqcU,0.606,0.586,7,-10.759,1,0.0514,0.284,0.802,0.107,0.81,188.169,4
3IBjaHSmegvBCCKTYfRtNF,0.836,0.553,2,-7.455,1,0.17,0.439,0.00222,0.0466,0.826,137.498,4
344vyXHCBYXPGV4jO8Jo8X,0.533,0.439,0,-7.714,1,0.0287,0.625,0.0,0.206,0.392,140.307,4
2v2LMDd1dzsG54gTTh4KB3,0.588,0.606,2,-6.975,0,0.0306,0.564,7.6e-05,0.319,0.779,126.995,4
1YsvrgAK3x4zH0ZW7nbXdO,0.446,0.394,7,-11.886,1,0.0255,0.184,0.0,0.873,0.177,80.781,4
3aKNGl01j8n9RZY7XHWPMz,0.736,0.843,1,-5.654,1,0.0511,0.0144,0.0,0.0952,0.693,131.049,4
08bpjPgN72BYRYoNI7EFpR,0.742,0.0577,7,-19.806,0,0.139,0.991,0.917,0.182,0.304,93.893,3
7kE1g5T0Mmc84izq9DirqZ,0.843,0.972,6,-6.58,0,0.144,0.00326,0.301,0.0324,0.496,124.989,4
7yU6Nx6pJFxufdXRVAExdO,0.553,0.0206,11,-30.06,0,0.0401,0.996,0.892,0.09,0.065,71.037,4
3tcBmgg8ZZpUfVqAvGG9Xl,0.587,0.842,1,-2.815,1,0.0317,5.85e-05,0.0708,0.0511,0.582,92.999,4
58Q0cUm1VJ0N0gvymiAq0f,0.421,0.337,9,-10.805,1,0.0277,0.656,0.0,0.717,0.203,75.988,4
7e6b9qDllAbLtEYHo7Stch,0.464,0.513,9,-7.683,1,0.0284,0.702,0.000115,0.174,0.308,117.935,3
0xUK0FtYr4MSOArxPLi954,0.37,0.408,3,-12.571,1,0.0373,0.904,0.906,0.114,0.427,81.018,4
5HYHGYx3Yl0B344J6eAdgF,0.543,0.756,9,-8.655,1,0.0307,0.000979,0.000338,0.0864,0.332,145.098,4
3LGkDjMOs9tjM1pCQajq0L,0.403,0.663,9,-10.58,1,0.361,0.127,0.0,0.114,0.442,176.694,3
7tMF8vNNCch6Fxbxex4ewn,0.378,0.502,5,-5.52,1,0.031,0.751,0.00022,0.635,0.169,119.798,4
1egUzBLDwjogZJdYKTskNM,0.495,0.878,7,-4.842,1,0.0459,0.0158,0.000588,0.0837,0.191,120.101,4
3AE5u8SGUVStmdjXzHWflz,0.657,0.667,9,-11.704,0,0.0356,0.0183,0.000282,0.203,0.868,104.231,4
6dqTweMvR8SoiuGrm3StVd,0.208,0.969,1,-2.399,1,0.163,0.0687,3.88e-06,0.0747,0.237,180.302,3
6IBEOcSiUZUhVlQeQgcUJC,0.665,0.338,4,-10.249,1,0.029,0.462,0.0,0.096,0.312,107.991,4
4zhbDJmkACR40F06ZZMuEa,0.465,0.607,4,-7.024,1,0.0627,0.203,0.0,0.147,0.291,114.766,3
4MSgoaK6rkoNWb28GS3AUL,0.421,0.716,9,-10.157,0,0.037,0.0794,0.772,0.372,0.51,149.983,4
2LNbLA2JSQlv6NRz1xdZRj,0.722,0.76,9,-4.459,1,0.0478,0.0118,0.0,0.294,0.627,128.018,4
02COS7vwtOwF6x0QXAJUk6,0.655,0.442,9,-11.374,0,0.0301,0.855,0.772,0.124,0.64,134.064,3
4nQuEs5mQ9mjsqEQWWDai0,0.629,0.404,5,-9.753,0,0.0736,0.693,0.0,0.126,0.527,144.004,4
2o6bk47YQJuuyU58c2M29g,0.436,0.679,5,-4.27,1,0.0435,0.182,0.0,0.304,0.706,79.646,4
6t2UFULQXc3N0oO0ujaK39,0.133,0.00155,10,-42.839,1,0.0446,0.829,0.000111,0.0916,0.126,99.782,4
6gXFJfFXak5OWHXh6Raf8H,0.651,0.697,7,-6.485,0,0.0263,0.00258,0.409,0.333,0.559,128.049,4
3kZsvTGbQc4C3ORuOlntGc,0.71,0.92,5,-4.184,1,0.0376,0.333,0.0,0.0659,0.533,127.004,4
33FVaN2bf4m87C2FDBzBCv,0.734,0.857,9,-2.082,1,0.043,0.558,0.0,0.35,0.951,118.024,4
4AIazttPmHpd7p7pwJw692,0.287,0.9,1,-5.852,1,0.0932,0.00379,1.48e-05,0.0876,0.132,127.997,4
1HEV6bbolf4pYhf80RuWxp,0.434,0.988,10,-1.25,1,0.0719,0.0284,0.174,0.353,0.372,97.716,4
4p7EYvJ6yWEjZDZuguSti7,0.417,0.415,9,-12.66,0,0.0365,0.926,0.662,0.0815,0.126,119.984,4
4xe0v2NRVLsNp6tjjCqkCl,0.846,0.718,10,-6.263,1,0.0564,0.328,2.23e-06,0.0558,0.966,99.544,4
2pGQl4F93BGTGByTn0lb6N,0.223,0.176,5,-18.29,1,0.039,0.987,0.369,0.0965,0.0741,133.107,3
5xNOmTF8x8yhHYrvmunT6I,0.846,0.481,3,-7.766,1,0.314,0.156,0.000362,0.0787,0.26,139.952,4
0NDOVMOT6ah2k6HuXLrq5x,0.261,0.259,7,-12.056,1,0.033,0.812,0.0378,0.744,0.064,66.743,4
7gzjQGDvZs5NoZdyyOYIfx,0.535,0.51,0,-9.301,1,0.0304,0.327,0.96,0.0921,0.533,82.998,4
7Krt486STzZRCsBzS9dFMy,0.515,0.925,1,-6.651,0,0.918,0.892,1.22e-05,0.883,0.253,86.762,3
1NVcM6L9Qy0cTGQnVAtH2z,0.487,0.771,11,-5.564,0,0.0814,0.0188,0.0,0.336,0.619,85.012,4
7r06RDgwiwNlN0yneNCvc2,0.808,0.868,11,-4.628,0,0.0329,0.48,1.17e-06,0.13,0.773,128.999,4
0KeTkq0uiMd4L387BcKASt,0.729,0.393,6,-19.096,1,0.029,0.671,0.905,0.0961,0.408,102.969,4
02GCzd9wx1pz7x2OPUxCVS,0.814,0.962,4,0.777,1,0.122,0.199,0.0276,0.0446,0.966,138.059,4
2GmjILHxqxYbQIE3CKZaHL,0.326,0.831,10,-4.864,1,0.129,0.297,1.69e-05,0.719,0.226,170.539,4
6ULKLxQh8SmcWb3gaxozEO,0.551,0.87,1,-4.036,1,0.114,0.269,0.679,0.0764,0.807,140.003,4
3kxzcuzy8FG6hhmNfY0q1Y,0.522,0.992,5,-4.748,0,0.134,0.000615,0.00267,0.124,0.251,127.572,5
5eKU98aIt0dANW2sCfg13V,0.399,0.937,10,-7.044,0,0.149,0.000105,0.388,0.481,0.374,144.958,4
2jQ7PN66QI0qOUm4kvDY8T,0.848,0.887,7,-5.888,1,0.0548,0.124,0.852,0.196,0.795,100.885,4
1Op47dMLD73On4rNNNU3AW,0.109,0.13,2,-15.702,1,0.0383,0.928,0.87,0.0941,0.0365,78.686,4
6tCbWh3lB15CL55uLFKIh9,0.551,0.872,10,-4.802,1,0.0392,0.00116,0.000264,0.123,0.262,106.019,3
1iSNQqGxI51lozKSkWxdX3,0.569,0.229,6,-10.459,1,0.0426,0.87,4.03e-05,0.142,0.16,81.213,3
5vRD6ESQMCSCQLgisnLoBA,0.584,0.0845,9,-25.602,1,0.0512,0.991,0.897,0.108,0.346,105.902,4
0RJC486bAmd4ElLbGgXmWk,0.814,0.708,2,-6.34,1,0.0505,0.117,0.0,0.0796,0.756,130.041,4
0ikbKcgUbI3hinyrWEfwo5,0.344,0.201,0,-13.857,1,0.031,0.956,0.0172,0.11,0.0397,130.341,1
79mr4SK8sOcMrBVIZE2IpZ,0.648,0.714,11,-5.766,0,0.0364,0.145,0.000227,0.22,0.631,168.359,4
2aCt0uqi9RrcUGMjX1hFQI,0.251,0.248,5,-10.308,0,0.0316,0.97,0.0182,0.179,0.137,90.311,3
413oJ4fRleVTs960hi5Iay,0.69,0.802,2,-6.217,1,0.0404,0.2,0.0,0.357,0.473,102.007,4
1aXd53glkFxrsuNi68oj1p,0.287,0.75,8,-5.099,0,0.109,0.0182,0.0,0.12,0.193,82.509,4
1Fyv7Z2HRziqmfSrKWGFvI,0.846,0.718,10,-6.263,1,0.0564,0.328,2.23e-06,0.0558,0.966,99.544,4
0cZauExMq5UUsra2dM6g3c,0.733,0.885,1,-4.071,1,0.138,0.00398,0.0,0.364,0.597,90.001,4
4EVjJAF4v519GjGk3rsJ7Z,0.723,0.203,7,-15.627,1,0.0587,0.955,0.334,0.143,0.361,115.521,4
4ge5ZqmeLSYVMFKx6uBaLr,0.623,0.692,11,-5.721,0,0.187,0.00231,0.0137,0.458,0.103,124.997,5
6TL8qmJrxtPnSiH85vbOO2,0.795,0.478,9,-6.643,1,0.0754,0.671,4.3e-05,0.0896,0.852,97.072,3
7EKLiOTQywWbbrvmoDxbx4,0.827,0.398,5,-9.622,1,0.041,0.74,0.0,0.104,0.927,96.159,3
4KLp7sKY2YCzaSQelZZjZr,0.513,0.662,8,-6.058,1,0.0293,0.195,0.0,0.101,0.261,134.128,4
2hLitZHhgxPNzQ4ORxGqZ3,0.553,0.811,10,-4.169,1,0.0583,0.503,2.17e-05,0.102,0.965,171.728,3
3FiKrpfNMalCIhX49Xt4l6,0.685,0.638,9,-5.595,1,0.138,0.0545,0.0,0.105,0.839,186.026,4
6y5MKIyUZdwQdJ1mpOMrOL,0.271,0.353,4,-8.419,0,0.032,0.937,0.0,0.173,0.143,112.428,3
5UNQ4nEnzQleek4iCEdiDV,0.817,0.455,7,-11.987,1,0.0487,0.0312,0.17,0.107,0.953,110.046,4
1pPUKwQaIoSKzmGb63yaj9,0.709,0.498,5,-7.025,1,0.0301,0.768,3.97e-06,0.188,0.895,104.367,4
0SKm1W0nEcZMzSxRFkjv4R,0.327,0.7,2,-4.629,1,0.0318,0.027,1.03e-06,0.281,0.296,78.051,4
0UP5BDqgYBhsSK8ZndGMM6,0.406,0.557,0,-5.136,1,0.0349,0.51,1.14e-06,0.181,0.965,208.274,3
43nnPgAGFddFBc4Xt9euaW,0.522,0.938,0,-2.877,0,0.0469,0.001,0.928,0.217,0.792,131.253,4
7u4XuZlzAeFVNrHomzprDp,0.645,0.177,7,-12.169,0,0.256,0.979,0.00869,0.108,0.83,96.718,4
0gREOv5JoPzN420iAMTiKT,0.608,0.778,2,-5.632,1,0.0413,0.142,0.0,0.285,0.597,167.963,4
08KwdVtOEa8JNR3Dpt0c7N,0.538,0.252,9,-15.567,1,0.108,0.987,0.632,0.0897,0.557,97.229,4
5giBWdb2pJwFl3avFUKGXj,0.714,0.855,9,-3.523,1,0.0413,0.26,0.0,0.0936,0.931,91.291,4
2cZ6NsSk39ymXvWIRnGyvF,0.535,0.611,7,-6.805,1,0.0351,0.0654,0.0,0.829,0.841,159.967,3
0aKS7uUfHdYlVcYHiZLfHg,0.667,0.742,1,-6.331,0,0.0321,0.0113,1.27e-05,0.228,0.873,146.018,4
6CsWNO457id8qebdIIRxMq,0.557,0.548,5,-8.064,0,0.0351,0.655,0.0,0.259,0.219,106.911,3
09o25hVhL37sCAb2JKZGtB,0.729,0.886,0,-5.196,1,0.0325,0.219,0.116,0.0379,0.964,122.009,4
7bznzicO9bLBhe6SufE0Vw,0.772,0.633,0,-10.24,1,0.0334,0.0375,0.0168,0.0497,0.969,115.601,4
7pVpSTARoYSkI1UFkn2fRN,0.788,0.762,10,-6.659,1,0.103,0.577,4.27e-06,0.195,0.913,129.932,4
6JCIbXPH5LIawW4NRLvYE8,0.697,0.439,0,-11.146,1,0.028,0.673,0.000165,0.125,0.261,96.839,4
6W6v2oitV7LtTqk5p0MyyX,0.518,0.928,2,-2.412,1,0.0531,0.0577,2.03e-06,0.302,0.43,172.003,4
3pWOw6cXp86O0pTuEvmhhU,0.718,0.986,7,-3.697,1,0.0712,0.209,0.00732,0.139,0.86,90.018,4
4Gu3btu3WVhofFBbSyrwBC,0.389,0.898,4,-6.445,1,0.265,0.617,6.73e-05,0.659,0.697,170.167,4
1N49dCsfnMv00ezWlKdEGn,0.468,0.508,7,-11.751,1,0.0927,0.0482,0.00628,0.299,0.453,168.094,4
70UEWHNbuYCh70KK7QCNj3,0.794,0.9,11,-7.997,1,0.0761,0.0124,0.0518,0.0658,0.852,126.006,4
7Jdb24feau4odgyXozMcA7,0.739,0.658,7,-4.849,1,0.0653,0.456,1.28e-05,0.117,0.787,107.223,4
5BBpN2FBtdRhSvGeq6xOfs,0.144,0.301,11,-9.868,0,0.0397,0.9,5.23e-06,0.113,0.0519,69.107,1
11a9BzX2grACElKLHlzuvR,0.509,0.852,10,-4.016,1,0.0641,0.398,0.0,0.184,0.627,117.051,4
248rKUfg29MCGxQDRnWp6o,0.563,0.942,5,-2.802,0,0.0505,0.000336,7e-05,0.115,0.731,75.005,4
3bGA4WVIEy10WVtEkdQamq,0.616,0.583,2,-7.178,1,0.0286,0.372,0.0,0.214,0.846,104.414,4
1oDAFTOXZGSQedBa6hXGhT,0.317,0.0205,4,-31.8,0,0.0351,0.913,0.775,0.17,0.0463,111.004,4
1gquU7BeOoxwD0fqdPMGm3,0.695,0.434,10,-8.419,1,0.0531,0.354,0.0,0.698,0.65,88.339,4
5Ybe4JAWElVRR2QkqaOV3A,0.786,0.671,10,-6.298,0,0.0636,0.0844,1.13e-05,0.0684,0.52,92.982,4
1OTAh8d1KFAFmEeS32b3Aj,0.789,0.495,1,-6.96,1,0.0577,0.00257,2.65e-06,0.203,0.39,144.047,4
3ILRand7SLGfdGukegwJdI,0.267,0.297,0,-10.232,1,0.0279,0.944,0.862,0.201,0.152,82.602,3
5UGYlHApOk8CKwq1eUvBxv,0.727,0.663,9,-6.345,1,0.0303,0.417,0.00668,0.0839,0.654,115.762,4
3t6bc00rLCOLboRgQsQdOH,0.579,0.974,3,-4.265,0,0.152,0.000816,0.000595,0.351,0.265,114.961,4
4jxGVUHb38JZS5zd3ZgnPU,0.726,0.83,5,-6.107,1,0.235,0.00226,0.0564,0.21,0.741,135.065,4
4gZdVhZCISt3jVH7lBxeo4,0.397,0.722,7,-7.599,1,0.037,0.00562,0.0284,0.118,0.403,81.296,4
4BmRwi5cI23NPjmemqsRN4,0.66,0.549,6,-8.669,0,0.0397,0.244,0.0,0.0863,0.208,125.922,4
3QUGWtw2Mtjbd4JB0Sg9h6,0.672,0.649,2,-5.073,1,0.0678,0.00316,0.0,0.0547,0.883,127.915,4
44NvdfvMM3TPgYe0nLdJvz,0.607,0.542,2,-6.434,1,0.0631,0.422,0.0,0.287,0.84,86.736,3
0N6cMeo4fPjDfFV5RvOx88,0.651,0.397,2,-14.69,1,0.0319,0.175,0.0,0.106,0.623,79.809,4
1GAFdojk1vkjyrp8vPi4xr,0.529,0.0773,0,-19.626,0,0.244,0.929,0.715,0.0906,0.189,146.012,4
2z7iDr3N4NbW4VmwpQWbTS,0.39,0.0462,0,-24.885,1,0.0429,0.976,0.624,0.0893,0.305,79.268,4
7oN2q9L9YShc6weFVvnnxA,0.752,0.605,6,-5.569,0,0.032,0.0807,0.0,0.112,0.789,100.007,4
0SeH1buEKkuIYd1NUDCafr,0.602,0.59,10,-8.046,1,0.0553,0.199,0.0,0.107,0.62,154.426,4
5FbMKftNTXCKiBYSf0TQrs,0.409,0.977,8,-2.64,0,0.0468,0.000255,0.00345,0.369,0.725,165.986,4
7uooKN0tSNN6t6Pw3IJT1V,0.719,0.665,0,-5.366,0,0.0293,0.198,0.0,0.293,0.881,107.162,4
6elbBuXiC5t5nnuncgrl6F,0.635,0.67,3,-8.76,1,0.0486,0.358,0.0,0.0232,0.942,137.323,4
4UQsYtFuYSUkQtPa9Su7hI,0.565,0.818,0,-5.84,1,0.0293,0.00271,0.0,0.483,0.738,122.969,4
1dgbp5LHRHU5UfSOqpuuIE,0.422,0.705,9,-6.694,1,0.174,0.295,0.0,0.755,0.754,186.105,3
2k26l4j2FXzpGmKIKdDKhF,0.746,0.91,10,-4.42,0,0.0486,0.0661,4.45e-05,0.275,0.964,97.006,4
5J3Mje9KE1dr42oVpe1QNn,0.623,0.569,6,-11.574,1,0.0373,0.165,0.0,0.164,0.672,146.188,4
6YuVmHEXQU3Dgg3w3LSZnZ,0.493,0.935,9,-3.148,0,0.0843,0.00431,0.638,0.138,0.221,107.994,4
0zBhe8BAa2U5vQorfvX9h9,0.225,0.00955,4,-32.204,1,0.0522,0.985,0.961,0.079,0.0268,119.58,1
5pchpjmm3j9H7rCmbkIB42,0.665,0.401,6,-12.226,1,0.0494,0.878,0.905,0.114,0.111,86.023,4
6XsvT9BGwhOHCXXBzkahnu,0.648,0.729,1,-5.234,0,0.042,0.181,0.0,0.179,0.499,93.151,4
6IjQk0AgIBie621VHdrwnM,0.483,0.462,9,-6.202,1,0.0485,0.478,0.0,0.0797,0.525,185.938,3
2gozRFhDe9TMTSAe3g5RiV,0.182,0.443,0,-16.857,0,0.0558,0.955,0.779,0.13,0.328,152.451,4
7xJ8Jdg7L1GVjngzd9BtQJ,0.832,0.541,2,-8.009,1,0.134,0.435,0.00063,0.0916,0.791,137.577,4
5o6WIZr8i93PtynxDAzT7U,0.489,0.591,0,-9.197,1,0.0288,0.0233,0.000995,0.107,0.575,175.979,4
7jykE9rHUpFMow7Ds207R6,0.921,0.84,5,-4.202,0,0.328,0.172,1.15e-06,0.18,0.511,119.987,4
72d2qNpo39PRtwMWS9m2nq,0.765,0.317,11,-11.881,0,0.0274,0.88,2.35e-06,0.126,0.524,108.04,4
3uEwD0mC5MGxqsiOElA2aC,0.674,0.228,0,-14.423,0,0.0362,0.991,0.854,0.0996,0.585,94.173,4
39jcHJpE1lT1iYGxaCofEM,0.783,0.778,9,-2.545,0,0.0446,0.0459,0.0,0.0668,0.686,129.965,4
3CwkgAtc3CaEuSBB84b6dL,0.569,0.565,11,-7.478,1,0.945,0.816,0.0,0.891,0.672,72.59,3
6545QhhR0CaIMAi8C5FH1x,0.518,0.59,4,-5.762,0,0.0534,0.658,6.05e-05,0.208,0.237,175.957,4
572PK7aCnmKE0GbKlhRcvR,0.509,0.407,4,-9.035,1,0.0241,0.674,0.0,0.319,0.422,79.484,4
4Gjn2xoEw001ZaYKz76s7T,0.189,0.0393,8,-31.841,1,0.0468,0.988,0.935,0.147,0.28,169.144,4
2oXKSHFg2gjjpt6TqA1sqK,0.259,0.196,4,-16.841,1,0.0571,0.993,0.43,0.109,0.0366,70.145,3
6dFk4ewrn4XblLdCh3wOGj,0.728,0.757,3,-6.336,0,0.0357,0.0663,0.0,0.455,0.744,82.175,4
4gjjWs6nwNLpMRYMa4Z2DZ,0.634,0.777,11,-6.277,1,0.0384,0.729,0.0,0.932,0.942,91.034,4
5Ud3z2t76A54Z4Uhgryp2q,0.726,0.72,7,-4.227,1,0.0609,0.0774,0.0,0.1,0.911,146.13,3
036udZT6EFYYCdkadoCcOb,0.716,0.666,4,-5.383,0,0.051,0.244,8.49e-05,0.084,0.963,97.853,4
6odhpXokxxP0NRmp7aDzCh,0.805,0.755,0,-5.175,1,0.0406,0.413,0.0,0.101,0.951,149.696,4
0kQirFeMMngR2i4cek5PwL,0.542,0.895,11,-5.231,1,0.0597,0.0864,9.61e-06,0.105,0.648,163.986,4
5S8mk9W9EeagfriHCF1GYj,0.572,0.494,2,-5.586,1,0.0328,0.398,0.000251,0.283,0.336,72.003,4
4chjeu9bFtvkYWvwYqv1qo,0.386,0.983,0,-4.744,1,0.0623,1.06e-05,0.117,0.115,0.381,160.02,4
1RVjKn6pfJJGgVHx9I5sjw,0.625,0.377,7,-12.847,0,0.0336,0.882,8.57e-06,0.121,0.467,89.048,4
121MhrkbIK1ck8bc1zpGkm,0.631,0.156,8,-21.168,1,0.0677,0.81,0.88,0.105,0.262,160.008,4
0q9ydrAJEc120ZP9lS4Ljv,0.305,0.951,4,-3.537,1,0.276,0.000229,0.893,0.311,0.335,140.066,4
32dK972RS5MgcVXIn0fsP3,0.336,0.967,9,-5.618,0,0.0881,0.0017,0.804,0.0659,0.293,175.056,4
0O0KepHsIBKPaAw8RuNkao,0.526,0.523,5,-8.221,0,0.0345,0.672,1.01e-06,0.689,0.52,139.319,4
3G8MwysY0NNuSyqUp9EZVc,0.537,0.859,11,-6.985,0,0.0414,5.48e-05,0.0937,0.174,0.324,92.477,4
1uoFwurhS62GOfTz2AbjYJ,0.782,0.601,5,-11.234,1,0.0526,0.00356,0.00561,0.0466,0.842,118.077,4
6S0TkUP6XuZOL7kRZwynG5,0.535,0.712,9,-12.314,1,0.0375,0.051,0.00307,0.302,0.883,92.903,4
2hOVhSsKI2I6VQpNsuIcH7,0.64,0.429,3,-13.223,0,0.0304,0.632,0.922,0.142,0.483,135.005,4
4D26xVeSc4D2bTckd7bwIM,0.681,0.825,6,-4.692,0,0.0789,0.271,1.3e-06,0.152,0.469,96.992,4
1k2Z9xIxGFIklvARCh4G7E,0.665,0.816,7,-3.26,1,0.0506,0.179,0.000506,0.221,0.744,109.624,4
1BWgQUimJFzvaxsc8mNaZn,0.442,0.301,9,-9.592,0,0.0338,0.904,0.000603,0.0964,0.205,110.586,4
1Z50OHs5UJCybYStfwIcot,0.552,0.33,9,-9.532,0,0.0355,0.892,0.406,0.0984,0.123,131.418,4
0yx916vbcW48PkkLcauDQG,0.459,0.564,2,-8.482,1,0.0345,0.353,0.00055,0.103,0.617,157.453,4
3qkntUUhwfIrQgXyzBV6xn,0.588,0.226,1,-9.362,1,0.0359,0.837,0.0,0.11,0.187,130.704,4
17pepgdnNV0ynWiWWDmvh9,0.365,0.973,0,-4.455,0,0.104,0.011,0.0205,0.731,0.433,143.034,4
0goTM0uKYzIdAOMdCfAovY,0.493,0.834,9,-5.767,1,0.228,0.00621,2.14e-06,0.984,0.403,146.142,4
6cNSOKvw5hYVrOCrLw8joJ,0.417,0.622,3,-4.706,1,0.0299,0.0128,2.46e-06,0.614,0.224,154.022,4
3peQTCd9ZNiS1CF0mHXh82,0.15,0.208,4,-12.834,0,0.0372,0.433,0.796,0.0683,0.0364,138.579,4
66mb7mptsKSspHMSpjbz21,0.681,0.566,10,-5.347,1,0.065,0.492,1.51e-05,0.0242,0.746,175.856,4
2cCrfPyGJ1lwEDzbW4JCoO,0.471,0.327,9,-8.193,1,0.0311,0.929,0.0151,0.106,0.569,138.353,4
2RnF7WRgWKTRe0CkEb2kWP,0.239,0.291,8,-10.348,1,0.0405,0.922,0.904,0.0814,0.0583,70.575,3
3vz6JFDjxDRxDAY8JBjdC9,0.512,0.00755,4,-20.824,0,0.0564,0.993,0.937,0.0767,0.158,68.074,4
6ChM2y7eWoJwiHhzVYiSvt,0.46,0.986,7,-2.865,1,0.0582,3.49e-05,0.0,0.353,0.396,140.044,4
7Fn84f1WeWabP3aFXW5TA8,0.411,0.54,4,-5.788,1,0.0289,0.143,0.0,0.111,0.0997,129.876,4
7pXlRu1d2FY2NuhManEhyT,0.763,0.672,10,-6.941,0,0.033,0.039,0.0,0.14,0.897,146.021,4
4Uu6Gy4OoKVpWO7ZkFX2EB,0.522,0.773,1,-5.489,0,0.0297,0.0511,0.000459,0.0964,0.323,114.992,4
6jlcfYua50vuQDdaTCQhZK,0.441,0.655,2,-5.949,1,0.0627,0.0174,0.000174,0.0932,0.228,164.499,4
5LM1yT9b5Dl47RJsiCYaU0,0.685,0.373,11,-7.675,0,0.0425,0.344,0.0,0.333,0.566,145.767,3
5rxSLxLdN4D0YFQd2QQlle,0.367,0.418,8,-10.301,1,0.0321,0.33,0.0,0.976,0.282,76.728,4
683mVjXRj66upXCE2s9tgj,0.536,0.625,7,-4.706,1,0.11,0.471,0.0,0.085,0.812,183.273,3
6U4RZyZrUQj4w4umgs6Zpl,0.694,0.7,6,-4.268,1,0.0401,0.159,0.0,0.121,0.935,91.947,4
0LpE5tfNe15QLvQL4YDi7T,0.628,0.922,9,-4.638,0,0.0759,0.0055,3.69e-06,0.181,0.532,119.005,4
46h0MLW2ONEGKJTUdFNx5f,0.377,0.893,10,-7.046,0,0.102,0.0906,0.486,0.156,0.244,85.636,4
6ucG2UmJzxZL6WrZbvMe1h,0.652,0.452,1,-8.931,0,0.0545,0.345,0.0,0.229,0.961,153.966,4
3bS7QpQbll5GWhqZJLbEMl,0.398,0.951,10,-6.328,1,0.837,0.818,1.1e-06,0.867,0.513,71.314,3
5YQjYLYLbWcKdYMkqwfwco,0.371,0.973,10,-6.121,0,0.127,0.23,0.843,0.272,0.233,159.941,4
0ZamzoOYLzRxE3WuOb5J3r,0.694,0.183,0,-13.159,1,0.0331,0.93,0.0,0.289,0.688,77.893,4
29G4k5bIIIwfnjTAFu8sZU,0.511,0.566,1,-7.342,1,0.0405,0.173,0.0404,0.0868,0.771,145.248,4
2kcCOdVpLqhGmUN0r2tKBz,0.308,0.13,5,-22.12,0,0.0337,0.987,0.927,0.105,0.147,101.615,3
7b1rfNogZuBH2XIoLVJhdS,0.812,0.708,8,-5.539,1,0.0417,0.407,3.03e-06,0.0677,0.691,105.289,4
507dj81vUq9MtA4Uef4HxF,0.731,0.79,5,-4.497,1,0.0625,0.143,3.49e-05,0.035,0.897,125.672,4
6ZoNXwt1jfGuiXHkjtSMSk,0.678,0.652,2,-10.18,1,0.125,0.0343,0.0,0.936,0.563,125.819,4
7wdEYFBzCc9K3f9xkiH59e,0.607,0.663,2,-3.625,1,0.0553,0.304,0.0,0.132,0.735,117.471,4
41KimlWs5QREjhE8wUVQM6,0.336,0.178,4,-12.026,1,0.0402,0.902,5.55e-06,0.3,0.187,89.091,4
616Hl1f2qy2FG7WDlNze1K,0.557,0.769,1,-6.433,1,0.283,0.133,0.000193,0.133,0.511,92.099,4
4KaezYVZWAizuMse5a3u5X,0.653,0.57,8,-8.793,0,0.0411,0.168,0.000369,0.0696,0.791,164.961,4
6Q6Ers8BEarblm3tlQelx7,0.903,0.661,1,-7.981,1,0.122,0.138,0.0144,0.11,0.874,132.137,4
6iIEh4fVcFTDg1ZaB5NG19,0.6,0.786,4,-5.583,0,0.0285,0.149,0.0426,0.0888,0.795,90.021,4
1Ur9I61TLlJJDl6cSeAlXp,0.78,0.376,11,-13.874,0,0.0266,0.46,0.0,0.0924,0.828,94.636,4
0iVoLG8mSr3aEuyP2NzKec,0.588,0.932,8,-8.63,1,0.0324,0.0187,0.000208,0.125,0.95,127.637,4
7pAuQGrOafjItNQC8A0hJx,0.516,0.517,2,-10.881,0,0.0762,0.172,0.0,0.105,0.413,78.347,4
1EoCMqRfFNH3ik0C1jWj8G,0.8,0.424,10,-6.078,1,0.0439,0.235,0.0,0.206,0.928,102.03,3
1bqgEcJY59FRNwM9RtGSFY,0.718,0.304,9,-10.685,1,0.0896,0.768,0.000825,0.1,0.737,128.455,4
6RAuMZONNH0fjxrIiZvsgV,0.62,0.816,1,-6.208,1,0.222,0.0185,0.00741,0.0984,0.668,179.992,4
3tCo6yIax5tmjwvxqlngxi,0.863,0.367,7,-13.077,0,0.0569,0.774,0.000834,0.124,0.77,118.926,4
6B55zYbK30ELFeBqaJ41HO,0.636,0.246,3,-16.51,0,0.0388,0.849,0.86,0.0951,0.317,121.213,3
39U12D3dmMxLuchpT0yhF5,0.813,0.774,1,-7.459,1,0.0582,0.443,3.02e-05,0.108,0.669,94.007,4
3imVNpHyrpvCYsFq8Rh3fR,0.481,0.913,2,-3.317,0,0.055,0.000165,0.0,0.15,0.45,149.942,4
4j0c40ZnaowbGomsNkO8Gw,0.794,0.661,9,-5.092,1,0.18,0.56,0.0,0.12,0.961,123.22,3
4jVlZXoCstm9aoyiZvsFY1,0.153,0.245,0,-17.369,1,0.0354,0.465,0.939,0.074,0.0719,80.525,4
48MCUmpSODRPn9sBey6Orh,0.579,0.662,1,-5.201,1,0.0315,0.178,0.0,0.105,0.276,84.018,4
2ncnmdaubWYCJiXSVjHFmz,0.918,0.464,1,-9.162,1,0.0733,0.521,6.07e-05,0.0658,0.973,124.143,4
5IRBzGRGaJcV5kUzbBxpqW,0.488,0.611,10,-5.449,1,0.0615,0.563,0.0,0.833,0.762,81.391,3
0t4I4SX3fzodvM5cFYIx16,0.421,0.588,2,-5.333,0,0.0406,0.778,0.0,0.334,0.408,88.436,4
